idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time
0,32,59,7,8930e039d27ffff,8930e038ac3ffff,126.8326969912449,37.20304306166982,126.83234678774038,37.206304751038275,2024-10-24 07:01:17
1,11,33,7,8930e039d93ffff,8930e039d23ffff,126.81462675716143,37.207242852464915,126.8290949519855,37.200048520912226,2024-10-24 07:01:29
2,11,17,7,8930e039d93ffff,8930e039d77ffff,126.81517171652735,37.209026559678236,126.82648957678992,37.19766122936161,2024-10-24 07:01:58
3,11,58,7,8930e039d93ffff,8930e038ac7ffff,126.81429803537166,37.208643118770325,126.83586282957835,37.20807049667305,2024-10-24 07:02:01
4,56,17,7,8930e038acfffff,8930e039d77ffff,126.83450909318584,37.206036469441315,126.82534445271992,37.19593016051885,2024-10-24 07:02:36
5,31,58,7,8930e039d2bffff,8930e038ac7ffff,126.82964368328678,37.19867010416735,126.83519188585647,37.20896198119196,2024-10-24 07:02:51
6,17,58,7,8930e039d77ffff,8930e038ac7ffff,126.82604234964515,37.19603501625277,126.83498225336291,37.20792721111571,2024-10-24 07:02:56
7,19,10,7,8930e039d67ffff,8930e039d97ffff,126.82893692469955,37.19559581683198,126.81757709361163,37.20859883450693,2024-10-24 07:03:15
8,59,33,7,8930e038ac3ffff,8930e039d23ffff,126.83363778975423,37.20732948760741,126.82868875669573,37.20193177081841,2024-10-24 07:03:25
9,56,31,7,8930e038acfffff,8930e039d2bffff,126.83548323137032,37.20649934380803,126.82821498700241,37.19869568483034,2024-10-24 07:03:38
10,11,70,7,8930e039d93ffff,8930e038a13ffff,126.81392301829712,37.2071855975588,126.83707959966026,37.208525500510916,2024-10-24 07:03:47
11,72,70,7,8930e038367ffff,8930e038a13ffff,126.8123786628488,37.20572400507148,126.8376677735262,37.20944276165624,2024-10-24 07:03:59
12,40,72,7,8930e03999bffff,8930e038367ffff,126.83260610153316,37.19395543139681,126.81212066624462,37.207670179192895,2024-10-24 07:04:00
13,58,17,7,8930e038ac7ffff,8930e039d77ffff,126.83524255874684,37.20981447118007,126.82554756124567,37.1973410854533,2024-10-24 07:05:36
