idx,o,d,hour,o_h3,d_h3,o_x,o_y,d_x,d_y,time
0,23,38,7,8930e039d4fffff,8930e039d07ffff,126.8209352850382,37.19235452973025,126.82429157424271,37.20029980598263,2024-10-24 07:00:01
1,38,51,7,8930e039d07ffff,8930e038e4bffff,126.82304951370732,37.20092894518307,126.82060032908275,37.21165068938009,2024-10-24 07:00:10
2,50,7,7,8930e038e4fffff,8930e039da7ffff,126.82315590380404,37.21197425544326,126.82691577403091,37.208524886802216,2024-10-24 07:00:14
3,34,26,7,8930e039d17ffff,8930e039d43ffff,126.82266957965207,37.2024124593636,126.81677922197026,37.193897257644934,2024-10-24 07:00:26
4,37,3,7,8930e039d0bffff,8930e039db7ffff,126.82210872689404,37.196616908282095,126.82373456383687,37.210624111231205,2024-10-24 07:00:58
5,64,55,7,8930e038a73ffff,8930e038ad3ffff,126.84147208313638,37.20406969290982,126.83104178913354,37.20978838594424,2024-10-24 07:01:02
6,33,59,7,8930e039d23ffff,8930e038ac3ffff,126.82881387033777,37.19959885736113,126.8340365903456,37.20721447414666,2024-10-24 07:01:07
7,71,54,7,8930e038a0bffff,8930e038ad7ffff,126.84092431059572,37.20444621038167,126.83310334600185,37.20979061407347,2024-10-24 07:01:11
8,50,37,7,8930e038e4fffff,8930e039d0bffff,126.82205344063445,37.21204850185904,126.8224230049717,37.19755819013428,2024-10-24 07:01:14
9,50,26,7,8930e038e4fffff,8930e039d43ffff,126.8217777625776,37.212540680521265,126.81785609820707,37.19273538659635,2024-10-24 07:01:20
10,50,50,7,8930e038e4fffff,8930e038e4fffff,126.82358219977989,37.21111500320972,126.8219039052531,37.210410932470154,2024-10-24 07:02:13
11,37,51,7,8930e039d0bffff,8930e038e4bffff,126.82163257347514,37.196043944332324,126.81884304639999,37.20939087443841,2024-10-24 07:03:00
12,51,26,7,8930e038e4bffff,8930e039d43ffff,126.8187015979725,37.21062144773685,126.81810979408708,37.19237190383766,2024-10-24 07:03:12
13,38,21,7,8930e039d07ffff,8930e039d57ffff,126.82495688396303,37.20108691352751,126.82004075756018,37.19587865820346,2024-10-24 07:03:36
14,50,26,7,8930e038e4fffff,8930e039d43ffff,126.82216894551115,37.21119711787253,126.81933550092971,37.19396183516605,2024-10-24 07:04:18
15,10,37,7,8930e039d97ffff,8930e039d0bffff,126.81783285436103,37.21050062427732,126.82235935479757,37.196522145678884,2024-10-24 07:05:33
16,34,21,7,8930e039d17ffff,8930e039d57ffff,126.82143099959927,37.20349051028572,126.81789689631469,37.19669474240959,2024-10-24 07:05:53
17,70,50,7,8930e038a13ffff,8930e038e4fffff,126.83826936210905,37.20825676643663,126.8210741677299,37.211806012548024,2024-10-24 07:06:47
18,23,19,7,8930e039d4fffff,8930e039d67ffff,126.82218659754096,37.1912178540371,126.82831532340221,37.1950604486477,2024-10-24 07:07:32
19,21,58,7,8930e039d57ffff,8930e038ac7ffff,126.81789439725131,37.19640956866288,126.835059201898,37.2083789966466,2024-10-24 07:08:01
20,54,71,7,8930e038ad7ffff,8930e038a0bffff,126.83159568733312,37.210345028309476,126.83914708298775,37.20600230621735,2024-10-24 07:08:16
21,51,26,7,8930e038e4bffff,8930e039d43ffff,126.81899977082283,37.209884562690455,126.81763470404282,37.19459750705781,2024-10-24 07:08:37
22,50,21,7,8930e038e4fffff,8930e039d57ffff,126.82124731840055,37.21113906685351,126.81769342561705,37.19594930678121,2024-10-24 07:09:02
23,37,12,7,8930e039d0bffff,8930e039d8fffff,126.82103449772784,37.1977342126233,126.82027668212562,37.20399004949969,2024-10-24 07:09:37
24,50,60,7,8930e038e4fffff,8930e038a9bffff,126.82230150858038,37.21083612988473,126.83260224849464,37.21347724848523,2024-10-24 07:09:40
25,39,21,7,8930e039d03ffff,8930e039d57ffff,126.8211563903677,37.201148208947714,126.81959024731778,37.197025885829945,2024-10-24 07:10:54
26,50,50,7,8930e038e4fffff,8930e038e4fffff,126.8214429999593,37.21062414088717,126.82257982718096,37.212846648584595,2024-10-24 07:11:13
27,50,50,7,8930e038e4fffff,8930e038e4fffff,126.82172806632953,37.21158250718746,126.82298193410386,37.21239580449099,2024-10-24 07:11:22
28,51,37,7,8930e038e4bffff,8930e039d0bffff,126.82044527758046,37.20899759847657,126.8210049085967,37.196614723611155,2024-10-24 07:12:34
29,12,18,7,8930e039d8fffff,8930e039d73ffff,126.81935203797866,37.20542414487531,126.82279420846645,37.19447907678354,2024-10-24 07:12:41
30,37,51,7,8930e039d0bffff,8930e038e4bffff,126.8203286426377,37.19774026577288,126.82006997240086,37.21063074818816,2024-10-24 07:12:44
31,58,37,7,8930e038ac7ffff,8930e039d0bffff,126.83454804275694,37.20862383656217,126.82161107288206,37.196806699655426,2024-10-24 07:12:47
32,18,51,7,8930e039d73ffff,8930e038e4bffff,126.82420228738334,37.195143260270385,126.82080907263472,37.21125242712713,2024-10-24 07:13:03
33,51,32,7,8930e038e4bffff,8930e039d27ffff,126.81830420635818,37.21008336932322,126.83192423109023,37.202643330157,2024-10-24 07:13:33
34,56,32,7,8930e038acfffff,8930e039d27ffff,126.8352136041108,37.20618126678097,126.83180681717754,37.20147002528468,2024-10-24 07:13:46
35,21,38,7,8930e039d57ffff,8930e039d07ffff,126.8181074618687,37.195253148520244,126.8250454294972,37.2001054957789,2024-10-24 07:13:59
36,37,21,7,8930e039d0bffff,8930e039d57ffff,126.82042363650073,37.198485751565435,126.81884240962326,37.19531958331052,2024-10-24 07:14:04
37,58,56,7,8930e038ac7ffff,8930e038acfffff,126.83506212730457,37.20823607254187,126.83509808370559,37.20685599293345,2024-10-24 07:14:37
38,37,4,7,8930e039d0bffff,8930e039db3ffff,126.8215871460851,37.19628455579469,126.82268259369165,37.20994929189326,2024-10-24 07:15:14
